Time,AreaNormed,Counts Nr1d1,Counts Cry1
37,1.126278432,14,14
41,1.226582122,57,2
41,1.533735677,42,5
41,2.04132118,40,15
41,1.343975889,25,10
41,1.193381469,8,16
41,1.147622753,51,5
41,1.456823024,37,8
41,1.263423006,31,9
41,0.60626644,30,3
41,1.689139879,31,9
41,1.41999676,38,12
41,1.228760413,13,16
41,1.286945617,19,3
41,1.005083621,1,11
41,1.03960002,56,4
41,0.930232303,41,13
41,1.072917629,17,2
41,0.632435163,42,13
41,0.859035834,7,5
41,2.180775619,21,12
41,0.664890227,35,6
41,1.419689752,81,7
41,1.700820778,71,7
41,1.258437791,23,9
41,0.904502162,3,17
41,1.371738126,11,16
41,1.63592527,74,4
41,1.310058886,12,5
41,0.756115271,10,7
41,0.767226014,8,4
41,1.540592175,17,15
41,0.996165788,14,12
41,1.404661011,87,4
41,0.434196124,21,3
41,0.965903634,40,9
41,1.075402926,64,18
41,1.129787087,21,5
41,1.174537065,43,5
41,1.062830244,48,5
41,0.768994961,33,6
41,0.561531082,11,11
41,1.291199862,16,9
41,1.124231716,10,7
41,1.523063516,38,16
41,0.825425838,12,11
41,1.801709245,73,9
41,0.774389519,26,4
41,1.531381954,7,27
41,0.98593221,15,6
41,1.068824197,49,2
41,0.887105078,26,4
41,1.271449055,11,4
41,1.066645907,35,13
41,1.130094095,9,3
41,1.474951077,32,9
41,1.255967113,28,5
41,1.400699154,16,12
41,1.705659799,15,15
41,1.693671893,11,5
41,2.474493947,50,23
41,1.14089783,19,9
41,1.866487798,20,21
41,0.949105946,70,2
41,0.897777239,14,5
41,0.860790162,15,6
41,1.006121599,71,4
41,1.989422317,29,6
41,1.734153006,11,16
41,0.620885839,5,15
41,0.80642062,9,5
41,1.099817321,6,20
41,1.409763181,38,10
41,1.346007986,38,14
41,0.990610417,14,13
41,1.145722231,25,12
41,0.511678935,5,10
41,0.782430188,11,8
41,0.946898417,51,11
41,0.77921392,8,10
41,1.334911863,63,15
41,1.558150072,14,21
41,1.327748357,11,11
41,1.087975609,15,9
41,0.368408833,4,12
41,1.20624654,57,9
41,1.166774165,10,13
41,1.317660973,4,17
41,1.224082205,10,12
41,0.879502991,6,5
41,1.655646838,20,13
41,0.945290283,9,5
41,0.762109224,41,7
41,0.95289237,5,8
41,0.479808647,26,7
41,1.057859649,31,9
41,1.249519958,37,4
41,0.931255661,7,5
41,0.69955282,10,2
41,1.334312467,14,9
41,1.101571649,12,15
41,1.243979206,8,11
41,0.924823126,13,6
41,0.668106494,4,9
41,0.805236449,23,5
41,1.036515327,17,14
41,1.181247369,29,5
41,1.992053808,26,15
41,1.139304316,39,8
41,1.540899182,10,12
41,0.829811657,58,11
41,1.429192361,14,14
41,0.508755055,1,29
41,1.337236347,17,8
41,1.324093508,55,13
41,1.004206457,24,10
41,1.166043195,30,7
41,1.069116585,49,1
41,1.131833803,12,7
41,0.945144089,17,1
41,0.790032275,22,8
41,0.825995994,26,14
41,1.021910549,30,6
41,1.332718953,72,3
41,0.796172422,55,3
41,0.83096659,55,3
41,0.523959229,22,8
41,0.427193433,3,3
41,1.560196788,75,4
41,0.803189733,8,10
41,0.964587889,23,13
41,0.592085624,12,1
41,0.629803671,36,4
41,0.526298333,33,2
41,0.634481879,7,8
41,0.810353238,96,4
41,0.636250826,33,8
41,0.950260878,34,4
41,0.808160329,13,13
41,0.540347574,37,7
41,0.781260636,27,14
41,0.440482466,35,8
41,1.095431502,111,2
41,0.259348123,6,8
41,0.722198268,23,8
41,1.116483435,43,6
41,0.493989463,26,2
41,0.476153797,17,8
41,0.490042225,35,0
41,0.527043922,56,5
41,0.948798939,63,4
41,0.397647629,30,1
41,0.460072459,22,6
41,0.490188419,46,3
41,1.273934353,15,6
41,0.59705622,6,3
41,1.704475628,37,17
41,0.793394736,20,5
41,1.144421105,12,19
41,1.060944342,12,12
41,1.1178138,47,1
41,0.93710342,27,10
41,1.12803276,16,13
41,0.376595696,90,2
41,0.440043884,15,7
41,0.428348365,28,5
41,0.512848486,47,2
41,1.121614844,64,6
41,1.272340839,24,8
41,0.506854533,24,7
41,0.648808889,76,3
41,0.542818253,29,8
41,0.629949865,24,4
41,0.667521719,57,8
41,0.583167791,23,4
41,0.914150965,62,8
41,0.582436821,34,6
41,0.524997206,15,6
41,0.817224355,13,16
41,1.034483231,38,7
41,0.61284517,6,7
41,0.833451887,136,13
41,0.734917144,22,11
41,1.130532677,30,9
41,0.653487096,25,8
41,0.794125706,48,14
41,0.448961717,3,8
41,0.742665425,30,8
41,0.526298333,55,3
41,0.637405758,36,4
41,0.579819949,40,7
41,0.52441243,51,2
41,1.325116866,28,18
41,0.942088635,17,9
41,0.285224457,5,1
41,0.465934838,36,9
41,0.703485438,11,5
41,0.620154869,26,7
41,0.295311842,12,4
41,0.998943474,10,2
41,1.258145403,48,6
41,0.535069972,25,6
41,0.457587161,12,7
41,0.466504994,16,4
41,0.63493508,6,5
41,0.640198063,13,7
41,0.509339831,30,7
41,0.82659539,17,7
41,0.324550638,2,0
41,1.273364196,18,8
41,0.721467298,35,3
41,0.687257906,24,6
41,0.947483193,26,15
41,1.142944546,54,3
41,1.179069078,21,10
41,0.962541173,21,6
41,1.239885775,93,7
41,0.733469824,12,2
41,0.799973466,21,20
41,0.977014377,21,11
41,1.167943717,34,10
41,0.811376596,14,6
41,1.067947033,25,11
41,1.256244881,14,11
41,1.321754404,76,10
41,0.971912207,93,6
41,1.217371902,10,7
41,0.661089183,21,6
41,1.047479876,23,12
41,0.763717358,39,4
41,1.062113893,20,9
41,0.923068798,37,8
41,0.818247713,20,7
41,0.918536784,14,6
41,0.833320313,11,3
41,0.989163097,56,3
41,1.270718085,52,5
41,0.937702815,1,14
41,1.599946931,22,10
41,1.076733292,20,5
41,0.773219967,13,8
41,0.852603299,25,3
41,0.830381814,14,15
41,0.886666497,21,8
41,0.900993507,45,8
41,1.838974091,38,30
41,0.632873745,12,11
41,0.572057049,11,15
41,0.37454898,31,0
41,0.610228297,14,3
41,0.685064996,13,4
41,0.553651227,29,6
41,1.049965174,16,6
41,0.775412877,26,3
41,0.99952825,35,3
41,0.853626657,31,2
41,0.380104351,32,4
41,1.312982765,45,6
41,0.735063338,13,4
41,0.511254972,11,3
41,0.811683604,11,5
41,1.369267448,47,6
41,0.699099619,34,6
41,1.189288038,47,4
41,0.798072944,5,6
41,0.613283752,15,4
41,0.863714041,6,6
41,1.306535611,22,7
41,0.985493628,27,7
41,0.918098202,11,3
41,0.424401128,5,18
41,0.67015321,7,5
41,0.687711107,15,8
41,1.065330161,26,13
41,0.959032517,5,2
41,0.737841024,67,5
41,0.881403513,13,11
41,1.042509281,12,5
41,0.808014135,45,1
41,1.213994821,29,5
41,0.870585159,8,3
41,0.854942403,20,6
41,0.824095473,42,9
41,1.491485616,6,16
41,1.959306357,33,11
41,1.007729732,16,19
41,0.870161196,6,16
41,0.83023562,24,6
41,1.217503476,26,9
41,0.859182028,83,0
41,0.54530355,11,6
41,0.551151309,50,5
41,0.428348365,25,2
41,0.975420863,18,6
41,0.957000421,27,11
41,1.120152904,20,4
41,1.105533506,5,8
41,1.103033589,20,5
41,0.644437689,2,8
41,0.795295258,53,8
41,0.437120004,10,8
41,0.822633533,32,7
41,1.407263264,12,9
41,0.641060608,21,2
41,1.10785799,17,6
41,1.381679317,96,8
41,1.358873056,5,2
41,0.41972292,2,3
41,0.930670885,17,20
41,0.482440138,53,3
41,1.848491319,55,16
41,1.339151488,32,6
41,1.022641519,14,5
41,0.728046027,22,11
41,0.923375805,26,9
41,0.91401939,11,13
41,0.762840194,7,6
41,0.54530355,43,2
41,0.717081478,10,13
41,1.36121216,79,12
41,0.915174323,24,4
41,0.904355968,4,9
41,0.704669609,6,2
41,0.834475245,40,7
41,0.963418337,25,7
41,0.995873401,10,28
41,1.472758167,32,19
41,1.147198791,52,4
41,1.049102629,11,8
41,0.887265892,6,17
41,0.557437651,9,5
41,1.272472413,27,12
41,0.848509867,3,23
41,0.91985253,11,8
41,0.844723443,20,8
41,1.001004809,7,3
41,0.789447499,11,11
41,1.197182513,8,18
41,1.510783222,7,17
41,1.073648599,26,9
41,0.60701203,6,13
41,1.141204837,60,4
41,1.683716082,10,19
41,1.993793517,79,25
41,0.862252102,17,2
41,2.12756101,17,17
41,2.149343913,25,20
41,0.961371621,13,7
41,0.742080649,7,9
41,1.401576318,13,11
41,0.616938601,9,14
41,0.499983416,18,6
41,0.459049101,24,14
41,1.025258391,13,8
41,1.142812971,21,1
41,1.285205909,13,11
41,0.941781627,18,12
41,1.364735435,11,7
41,1.149377081,20,6
41,1.247911824,38,10
41,1.178031101,2,8
41,0.872778068,11,10
41,0.645007845,7,5
41,1.17247573,53,7
41,1.367951702,5,20
41,1.358449094,12,3
41,1.111235071,32,12
41,1.649375116,4,14
41,1.262677416,18,11
41,1.17393767,48,4
41,0.822779727,20,4
41,1.399514983,44,17
41,1.34615418,36,15
41,1.617066246,15,20
41,0.724098789,8,4
41,1.571453724,34,16
41,1.134757683,10,11
41,0.809037492,41,2
41,1.238409215,39,7
41,0.835790991,48,11
41,1.369691411,69,5
41,1.019717639,22,6
41,1.430069525,29,10
41,1.273788159,48,9
41,1.524510837,14,22
41,1.425537512,16,11
41,0.745750118,4,10
41,1.332865147,26,10
41,1.195588998,32,8
41,0.973227953,52,6
41,0.939003942,22,9
41,0.853334269,14,2
41,1.125986044,22,6
41,1.104656342,33,11
41,0.818847109,88,2
41,1.307997551,48,20
41,0.942951179,77,3
41,1.26501652,9,1
41,0.93710342,41,8
41,0.738718187,7,3
41,1.210632359,9,19
41,1.228614219,46,10
41,0.742972432,14,8
41,1.046456518,64,3
41,0.767664596,45,7
41,0.771904221,13,10
41,0.780237278,16,6
41,0.868099861,45,8
41,0.840761586,21,7
41,1.740015385,41,11
41,1.017963311,18,6
41,0.930963273,30,2
41,1.317061577,25,12
41,1.62670043,13,16
41,1.072917629,8,5
41,0.804359285,27,10
41,0.964456314,6,16
41,1.261668678,21,12
41,1.640749671,24,5
41,1.193527663,9,4
41,1.011369963,7,4
41,1.272180025,22,30
41,0.956985802,41,6
41,1.29367054,11,14
41,0.547072497,29,4
41,1.352162752,19,5
41,0.683310669,6,3
41,1.047333682,13,1
41,1.29441613,41,6
41,1.692926303,14,11
